actual/predicted,CH,CU,FC,FF,SI,SL
CH,0,42,165,0,0,0
CU,0,5,3,0,0,0
FC,0,165,377,0,0,0
FF,0,9,18,0,0,0
SI,0,177,424,0,0,0
SL,0,197,491,0,0,0
