actual/predicted,CH,CU,FC,FF,SI,SL,ST
CH,0,0,187,0,0,0,61
CU,0,0,275,0,0,0,109
FC,0,0,485,0,0,0,92
FF,0,0,163,0,0,0,78
SI,0,0,256,0,0,0,85
SL,0,0,16,0,0,0,15
ST,0,0,151,0,0,0,82
