actual/predicted,CH,CU,FC,FF,SI,SL
CH,46,1,0,212,0,31
CU,23,2,0,286,0,105
FC,0,0,0,0,0,0
FF,40,1,0,647,0,146
SI,0,0,0,19,0,12
SL,22,0,0,494,0,372
